Itearations;Unique samples;Sample length;Map size;MSE
110;50;1;14;0.004345396
110;50;1;16;0.001759613
110;50;1;18;0.007061856
110;50;1;20;0.008906836
110;50;2;2;0.082390688
110;50;2;4;0.064515876
110;50;2;6;0.045545531
110;50;2;8;0.046350126
110;50;2;10;0.029973514
110;50;2;12;0.03893387
110;50;2;14;0.028054748
110;50;2;16;0.028380841
110;50;2;18;0.02492257
110;50;2;20;0.030334093
110;50;3;2;0.228044403
110;50;3;4;0.116470343
110;50;3;6;0.113906355
110;50;3;8;0.098805136
110;50;3;10;0.089496758
110;50;3;12;0.09779489
110;50;3;14;0.094559013
110;50;3;16;0.069889954
110;50;3;18;0.083027991
110;50;3;20;0.092235955
110;50;4;2;0.307943601
110;50;4;4;0.237083121
110;50;4;6;0.193159589
110;50;4;8;0.184588893
110;50;4;10;0.17083469
110;50;4;12;0.187732426
110;50;4;14;0.1570164
110;50;4;16;0.161193526
110;50;4;18;0.168030438
110;50;4;20;0.158073433
110;50;5;2;0.421216017
110;50;5;4;0.304683528
110;50;5;6;0.293827637
110;50;5;8;0.263314783
110;50;5;10;0.25874403
110;50;5;12;0.251287271
110;50;5;14;0.24238235
110;50;5;16;0.235956884
110;50;5;18;0.251743639
110;50;5;20;0.241372242
110;50;6;2;0.504558098
110;50;6;4;0.427335693
110;50;6;6;0.372759363
110;50;6;8;0.358123333
110;50;6;10;0.344043422
110;50;6;12;0.314901456
110;50;6;14;0.350142127
110;50;6;16;0.339960574
110;50;6;18;0.288826216
110;50;6;20;0.371664045
110;50;7;2;0.614007439
110;50;7;4;0.50750529
110;50;7;6;0.466101777
110;50;7;8;0.441965244
110;50;7;10;0.463312092
110;50;7;12;0.44565
110;50;7;14;0.397555498
110;50;7;16;0.392155096
110;50;7;18;0.411394954
110;50;7;20;0.423578954
110;50;8;2;0.662567514
110;50;8;4;0.578783763
110;50;8;6;0.53035089
110;50;8;8;0.572908317
110;50;8;10;0.546406545
110;50;8;12;0.530285058
110;50;8;14;0.507677947
110;50;8;16;0.467718541
110;50;8;18;0.505106824
110;50;8;20;0.495208335
110;50;9;2;0.853721765
110;50;9;4;0.706981099
110;50;9;6;0.649246764
110;50;9;8;0.634242386
110;50;9;10;0.567388849
110;50;9;12;0.599030366
110;50;9;14;0.551192529
110;50;9;16;0.606288109
110;50;9;18;0.583162163
110;50;9;20;0.5560501
110;50;10;2;1.071738983
110;50;10;4;0.807961361
110;50;10;6;0.760301154
110;50;10;8;0.712545795
110;50;10;10;0.768273439
110;50;10;12;0.763454536
110;50;10;14;0.697851942
110;50;10;16;0.642785699
110;50;10;18;0.635596289
110;50;10;20;0.684681871
120;5;1;2;0.030615042
120;5;1;4;0.001188056
120;5;1;6;2.07E-04
120;5;1;8;1.83E-05
120;5;1;10;8.19E-05
120;5;1;12;0
120;5;1;14;0
120;5;1;16;8.27E-07
120;5;1;18;0
120;5;1;20;0
120;5;2;2;0.057458776
120;5;2;4;0.002829772
120;5;2;6;0.005380734
120;5;2;8;3.19E-05
120;5;2;10;0.001029959
120;5;2;12;0.003500546
120;5;2;14;4.20E-04
120;5;2;16;0
120;5;2;18;0
120;5;2;20;0
120;5;3;2;0.13090879
120;5;3;4;0.022685862
120;5;3;6;0.005195115
120;5;3;8;0.004946023
120;5;3;10;0.004677145
120;5;3;12;0.003462299
120;5;3;14;9.36E-07
120;5;3;16;0.018627228
120;5;3;18;0
120;5;3;20;0.007190576
120;5;4;2;0.107876301
120;5;4;4;0.038451124
120;5;4;6;0.033463384
120;5;4;8;0.001796443
120;5;4;10;0.006167578
120;5;4;12;0.001369365
120;5;4;14;0
120;5;4;16;0.026072785
120;5;4;18;4.14E-04
120;5;4;20;0.003767824
120;5;5;2;0.167577543
120;5;5;4;0.029553862
120;5;5;6;0.03570541
120;5;5;8;0.013896995
120;5;5;10;0.044924177
120;5;5;12;1.56E-06
120;5;5;14;2.24E-06
120;5;5;16;0.006696413
120;5;5;18;0
120;5;5;20;0
120;5;6;2;0.185391232
120;5;6;4;0.069816794
120;5;6;6;0.044625983
120;5;6;8;0.026557253
120;5;6;10;6.57E-06
120;5;6;12;4.84E-06
120;5;6;14;1.54E-06
120;5;6;16;0.016253656
120;5;6;18;0
120;5;6;20;0.002927747
120;5;7;2;0.358985354
120;5;7;4;0.12608053
120;5;7;6;0.059925155
120;5;7;8;0.036107162
120;5;7;10;0.009001857
120;5;7;12;0.023299417
120;5;7;14;0.00575229
120;5;7;16;0.008644177
120;5;7;18;0
120;5;7;20;0.008805571
120;5;8;2;0.316719586
120;5;8;4;0.099434302
120;5;8;6;0.046166059
120;5;8;8;0.012725702
120;5;8;10;0.048810221
120;5;8;12;3.35E-05
120;5;8;14;0.029790111
120;5;8;16;1.44E-05
120;5;8;18;0
120;5;8;20;0
120;5;9;2;0.376097881
120;5;9;4;0.090161839
120;5;9;6;0.057581535
120;5;9;8;0.066663132
120;5;9;10;0.03711982
120;5;9;12;0.013576409
120;5;9;14;3.33E-06
120;5;9;16;0.042512213
120;5;9;18;0
120;5;9;20;9.83E-06
120;5;10;2;0.437141105
120;5;10;4;0.090281306
120;5;10;6;0.061595224
120;5;10;8;3.18E-05
120;5;10;10;0
120;5;10;12;0.042933469
120;5;10;14;0
120;5;10;16;0
120;5;10;18;0
120;5;10;20;1.37E-05
120;10;1;2;0.024974914
120;10;1;4;0.007378317
120;10;1;6;0.001116257
120;10;1;8;0.008864414
120;10;1;10;0.007643293
120;10;1;12;0.010914175
120;10;1;14;0.004094131
120;10;1;16;0.006504059
120;10;1;18;0.003698883
120;10;1;20;0.004368955
120;10;2;2;0.10052454
120;10;2;4;0.023788648
120;10;2;6;0.017588774
120;10;2;8;0.016995123
120;10;2;10;0.020805736
120;10;2;12;0.020294495
120;10;2;14;0.018967295
120;10;2;16;0.018661232
120;10;2;18;0.011317346
120;10;2;20;0.012935928
120;10;3;2;0.116790107
120;10;3;4;0.058881529
120;10;3;6;0.052403642
120;10;3;8;0.048381672
120;10;3;10;0.041450256
120;10;3;12;0.050580666
120;10;3;14;0.029247993
120;10;3;16;0.019591737
120;10;3;18;0.02812333
120;10;3;20;0.034298425
120;10;4;2;0.255467564
120;10;4;4;0.112351466
120;10;4;6;0.084917089
120;10;4;8;0.10825267
120;10;4;10;0.072906841
120;10;4;12;0.070324223
120;10;4;14;0.054509169
120;10;4;16;0.048559273
120;10;4;18;0.076372384
120;10;4;20;0.025952899
120;10;5;2;0.286928623
120;10;5;4;0.197930224
120;10;5;6;0.121063536
120;10;5;8;0.091204591
120;10;5;10;0.09351393
120;10;5;12;0.113783529
120;10;5;14;0.104589656
120;10;5;16;0.098657626
120;10;5;18;0.071472669
120;10;5;20;0.063442214
120;10;6;2;0.429692012
120;10;6;4;0.26993043
120;10;6;6;0.203622998
120;10;6;8;0.183589643
120;10;6;10;0.154556459
120;10;6;12;0.142911877
120;10;6;14;0.130597939
120;10;6;16;0.129533211
120;10;6;18;0.127572595
120;10;6;20;0.10303889
120;10;7;2;0.509216526
120;10;7;4;0.249721071
120;10;7;6;0.253614623
120;10;7;8;0.178123083
120;10;7;10;0.229533234
120;10;7;12;0.172676276
120;10;7;14;0.143412855
120;10;7;16;0.204260824
120;10;7;18;0.114363953
120;10;7;20;0.131614515
120;10;8;2;0.555471303
120;10;8;4;0.323132803
120;10;8;6;0.307443184
120;10;8;8;0.219417936
120;10;8;10;0.238486697
120;10;8;12;0.211140589
120;10;8;14;0.204477093
120;10;8;16;0.164925701
120;10;8;18;0.163868083
120;10;8;20;0.152092158
120;10;9;2;0.598183809
120;10;9;4;0.466202856
120;10;9;6;0.36557189
120;10;9;8;0.317639966
120;10;9;10;0.305577422
120;10;9;12;0.231338011
120;10;9;14;0.254645344
120;10;9;16;0.182089724
120;10;9;18;0.226816305
120;10;9;20;0.174150422
120;10;10;2;0.723239624
120;10;10;4;0.479566792
120;10;10;6;0.45891169
120;10;10;8;0.301644247
120;10;10;10;0.355458396
120;10;10;12;0.280460377
120;10;10;14;0.249528054
120;10;10;16;0.278955208
120;10;10;18;0.231840086
120;10;10;20;0.285412469
120;15;1;2;0.030603328
120;15;1;4;0.002985626
120;15;1;6;0.00211085
120;15;1;8;0.005492696
120;15;1;10;0.002672089
120;15;1;12;0.007522865
120;15;1;14;0.002131217
120;15;1;16;0.008361611
120;15;1;18;0.009090768
120;15;1;20;0.003136981
120;15;2;2;0.07657896
120;15;2;4;0.02915343
120;15;2;6;0.030110001
120;15;2;8;0.021017615
120;15;2;10;0.018151664
120;15;2;12;0.016677926
120;15;2;14;0.028091674
120;15;2;16;0.01358364
120;15;2;18;0.02122523
120;15;2;20;0.012767819
120;15;3;2;0.182230543
120;15;3;4;0.096077591
120;15;3;6;0.103296572
120;15;3;8;0.048791216
120;15;3;10;0.08151506
120;15;3;12;0.065418173
120;15;3;14;0.051512658
120;15;3;16;0.048875509
120;15;3;18;0.050643057
120;15;3;20;0.060316788
120;15;4;2;0.321196543
120;15;4;4;0.172967754
120;15;4;6;0.141458592
120;15;4;8;0.126640382
120;15;4;10;0.108024484
120;15;4;12;0.08964166
120;15;4;14;0.098466599
120;15;4;16;0.114657839
120;15;4;18;0.086670194
120;15;4;20;0.091247263
120;15;5;2;0.391518741
120;15;5;4;0.230395075
120;15;5;6;0.18062895
120;15;5;8;0.159268507
120;15;5;10;0.193275058
120;15;5;12;0.144459177
120;15;5;14;0.181585925
120;15;5;16;0.191537649
120;15;5;18;0.16272892
120;15;5;20;0.170692363
120;15;6;2;0.411424146
120;15;6;4;0.298138983
120;15;6;6;0.270819838
120;15;6;8;0.224246869
120;15;6;10;0.235536646
120;15;6;12;0.198267582
120;15;6;14;0.192106427
120;15;6;16;0.236713492
120;15;6;18;0.18938539
120;15;6;20;0.230068345
120;15;7;2;0.511064467
120;15;7;4;0.390846186
120;15;7;6;0.32353822
120;15;7;8;0.290884149
120;15;7;10;0.247633154
120;15;7;12;0.297234518
120;15;7;14;0.252776403
120;15;7;16;0.255846681
120;15;7;18;0.230614561
120;15;7;20;0.224025334
120;15;8;2;0.661304438
120;15;8;4;0.410398689
120;15;8;6;0.362051742
120;15;8;8;0.343877268
120;15;8;10;0.312443907
120;15;8;12;0.355027269
120;15;8;14;0.313858229
120;15;8;16;0.347095009
120;15;8;18;0.273435124
120;15;8;20;0.33531934
120;15;9;2;0.69569803
120;15;9;4;0.488704665
120;15;9;6;0.443656467
120;15;9;8;0.447958961
120;15;9;10;0.421778398
120;15;9;12;0.426908273
120;15;9;14;0.442780363
120;15;9;16;0.372454781
120;15;9;18;0.385087604
120;15;9;20;0.392395872
120;15;10;2;0.802484988
120;15;10;4;0.559007721
120;15;10;6;0.529139621
120;15;10;8;0.51465824
120;15;10;10;0.516648907
120;15;10;12;0.518490537
120;15;10;14;0.428830878
120;15;10;16;0.494965655
120;15;10;18;0.388799205
120;15;10;20;0.403938195
120;20;1;2;0.036079984
120;20;1;4;0.010765207
120;20;1;6;0.004141111
120;20;1;8;0.005636687
120;20;1;10;0.001981378
120;20;1;12;0.008406371
120;20;1;14;0.007308077
120;20;1;16;0.001140961
120;20;1;18;0.008422782
120;20;1;20;0.001577111
120;20;2;2;0.119912018
120;20;2;4;0.036692597
120;20;2;6;0.040834268
120;20;2;8;0.031620241
120;20;2;10;0.032381247
120;20;2;12;0.029112535
120;20;2;14;0.018323624
120;20;2;16;0.025780625
120;20;2;18;0.017591774
120;20;2;20;0.020061217
120;20;3;2;0.216101404
120;20;3;4;0.165793681
120;20;3;6;0.104000052
120;20;3;8;0.091375481
120;20;3;10;0.066774489
120;20;3;12;0.08104554
120;20;3;14;0.079698062
120;20;3;16;0.063073694
120;20;3;18;0.04737124
120;20;3;20;0.055541885
120;20;4;2;0.231354297
120;20;4;4;0.2248974
120;20;4;6;0.163193011
120;20;4;8;0.131197892
120;20;4;10;0.12416549
120;20;4;12;0.119494237
120;20;4;14;0.119232329
120;20;4;16;0.116919158
120;20;4;18;0.12450323
120;20;4;20;0.119809489
120;20;5;2;0.453386804
120;20;5;4;0.279435006
120;20;5;6;0.236240561
120;20;5;8;0.226102097
120;20;5;10;0.217834043
120;20;5;12;0.182362325
120;20;5;14;0.181644503
120;20;5;16;0.150292374
120;20;5;18;0.177108767
120;20;5;20;0.166808696
120;20;6;2;0.471936505
120;20;6;4;0.382513898
120;20;6;6;0.320947705
120;20;6;8;0.277498093
120;20;6;10;0.279760152
120;20;6;12;0.26786318
120;20;6;14;0.243200251
120;20;6;16;0.251132124
120;20;6;18;0.235934247
120;20;6;20;0.281878135
120;20;7;2;0.518514619
120;20;7;4;0.382913122
120;20;7;6;0.3932511
120;20;7;8;0.34339382
120;20;7;10;0.378729228
120;20;7;12;0.334526912
120;20;7;14;0.291834072
120;20;7;16;0.318992466
120;20;7;18;0.345522552
120;20;7;20;0.284931867
120;20;8;2;0.684890039
120;20;8;4;0.492398431
120;20;8;6;0.412311769
120;20;8;8;0.461238841
120;20;8;10;0.427473376
120;20;8;12;0.421513573
120;20;8;14;0.400572144
120;20;8;16;0.406825353
120;20;8;18;0.362949156
120;20;8;20;0.36659394
120;20;9;2;0.762508675
120;20;9;4;0.621449637
120;20;9;6;0.472611021
120;20;9;8;0.558222004
120;20;9;10;0.480980887
120;20;9;12;0.434470079
120;20;9;14;0.466884298
120;20;9;16;0.478560546
120;20;9;18;0.438623943
120;20;9;20;0.390723869
120;20;10;2;0.928059969
120;20;10;4;0.674538401
120;20;10;6;0.646780042
120;20;10;8;0.612771184
120;20;10;10;0.568085489
120;20;10;12;0.4872503
120;20;10;14;0.564030975
120;20;10;16;0.525545578
120;20;10;18;0.510870323
120;20;10;20;0.516184644
120;25;1;2;0.033113726
120;25;1;4;0.012569273
120;25;1;6;0.008058643
120;25;1;8;0.002980951
120;25;1;10;0.005834537
120;25;1;12;0.004266004
120;25;1;14;0.008160325
120;25;1;16;0.002880835
120;25;1;18;0.002180852
120;25;1;20;0.009588714
120;25;2;2;0.112538282
120;25;2;4;0.036727014
120;25;2;6;0.050286818
120;25;2;8;0.032834672
120;25;2;10;0.031043913
120;25;2;12;0.036365672
120;25;2;14;0.028689225
120;25;2;16;0.026426408
120;25;2;18;0.047106956
120;25;2;20;0.026747892
120;25;3;2;0.217503905
120;25;3;4;0.111211217
120;25;3;6;0.112996992
120;25;3;8;0.109866534
120;25;3;10;0.092665529
120;25;3;12;0.065588836
120;25;3;14;0.066529501
120;25;3;16;0.076407399
120;25;3;18;0.092920145
120;25;3;20;0.067008528
120;25;4;2;0.315601816
120;25;4;4;0.226903655
120;25;4;6;0.155947287
120;25;4;8;0.172496246
120;25;4;10;0.149862615
120;25;4;12;0.132247576
120;25;4;14;0.148732263
120;25;4;16;0.140005842
120;25;4;18;0.132725476
120;25;4;20;0.110009236
120;25;5;2;0.354024795
120;25;5;4;0.292554625
120;25;5;6;0.225414883
120;25;5;8;0.24404185
120;25;5;10;0.208716413
120;25;5;12;0.220047722
120;25;5;14;0.209941317
120;25;5;16;0.200662511
120;25;5;18;0.239241871
120;25;5;20;0.227833529
120;25;6;2;0.514835412
120;25;6;4;0.412723169
120;25;6;6;0.329190704
120;25;6;8;0.285551527
120;25;6;10;0.289827255
120;25;6;12;0.282104817
120;25;6;14;0.265627128
120;25;6;16;0.286666998
120;25;6;18;0.280295747
120;25;6;20;0.256272017
120;25;7;2;0.560802968
120;25;7;4;0.413062872
120;25;7;6;0.413654676
120;25;7;8;0.351049413
120;25;7;10;0.390196156
120;25;7;12;0.379687379
120;25;7;14;0.360625083
120;25;7;16;0.300314917
120;25;7;18;0.337394057
120;25;7;20;0.346514806
120;25;8;2;0.669860425
120;25;8;4;0.509876519
120;25;8;6;0.507217016
120;25;8;8;0.514220391
120;25;8;10;0.431919885
120;25;8;12;0.421925741
120;25;8;14;0.446641182
120;25;8;16;0.395480252
120;25;8;18;0.381302761
120;25;8;20;0.410184003
120;25;9;2;0.869881439
120;25;9;4;0.702866532
120;25;9;6;0.565104393
120;25;9;8;0.516173724
120;25;9;10;0.52072211
120;25;9;12;0.562826644
120;25;9;14;0.47104712
120;25;9;16;0.547208233
120;25;9;18;0.459372286
120;25;9;20;0.462654987
120;25;10;2;0.969737358
120;25;10;4;0.696251666
120;25;10;6;0.67748752
120;25;10;8;0.57262975
120;25;10;10;0.602928375
120;25;10;12;0.637620402
120;25;10;14;0.583894002
120;25;10;16;0.553616493
120;25;10;18;0.528503737
120;25;10;20;0.574757547
120;30;1;2;0.009934421
120;30;1;4;0.010997613
120;30;1;6;0.002385934
120;30;1;8;0.007768537
120;30;1;10;0.00485886
120;30;1;12;0.003589404
120;30;1;14;0.00631573
120;30;1;16;0.004190965
120;30;1;18;0.001127843
120;30;1;20;0.003720862
120;30;2;2;0.121355873
120;30;2;4;0.036783717
120;30;2;6;0.043105934
120;30;2;8;0.028622267
120;30;2;10;0.035711909
120;30;2;12;0.036244709
120;30;2;14;0.033708019
120;30;2;16;0.027980253
120;30;2;18;0.028991916
120;30;2;20;0.037607138
120;30;3;2;0.212284145
120;30;3;4;0.120741253
120;30;3;6;0.116471984
120;30;3;8;0.1098874
120;30;3;10;0.07763936
120;30;3;12;0.083446885
120;30;3;14;0.084890498
120;30;3;16;0.085643384
120;30;3;18;0.079180626
120;30;3;20;0.074052716
120;30;4;2;0.288012519
120;30;4;4;0.191015076
120;30;4;6;0.188192115
120;30;4;8;0.135028824
120;30;4;10;0.169504227
120;30;4;12;0.170190914
120;30;4;14;0.147939392
120;30;4;16;0.149832804
120;30;4;18;0.160700913
120;30;4;20;0.133318562
120;30;5;2;0.407402294
120;30;5;4;0.264452048
120;30;5;6;0.255245273
120;30;5;8;0.215474646
120;30;5;10;0.234549991
120;30;5;12;0.207641105
120;30;5;14;0.231618766
120;30;5;16;0.232123546
120;30;5;18;0.22364118
120;30;5;20;0.223878182
120;30;6;2;0.528045744
120;30;6;4;0.389083039
120;30;6;6;0.288188364
120;30;6;8;0.312042341
120;30;6;10;0.280123329
120;30;6;12;0.283791352
120;30;6;14;0.293024602
120;30;6;16;0.287832543
120;30;6;18;0.296914147
120;30;6;20;0.284504888
120;30;7;2;0.645446422
120;30;7;4;0.496010129
120;30;7;6;0.441699839
120;30;7;8;0.387945368
120;30;7;10;0.384834996
120;30;7;12;0.429671961
120;30;7;14;0.361673309
120;30;7;16;0.355551146
120;30;7;18;0.347171635
120;30;7;20;0.357238858
120;30;8;2;0.727965005
120;30;8;4;0.566801639
120;30;8;6;0.524895592
120;30;8;8;0.527440359
120;30;8;10;0.558073977
120;30;8;12;0.505402785
120;30;8;14;0.444864399
120;30;8;16;0.432680179
120;30;8;18;0.490588082
120;30;8;20;0.427888783
120;30;9;2;0.735222858
120;30;9;4;0.663907779
120;30;9;6;0.612434925
120;30;9;8;0.549620513
120;30;9;10;0.611862417
120;30;9;12;0.555645457
120;30;9;14;0.551171769
120;30;9;16;0.532605017
120;30;9;18;0.571710353
120;30;9;20;0.481254
120;30;10;2;0.947284395
120;30;10;4;0.751174313
120;30;10;6;0.742002758
120;30;10;8;0.708353895
120;30;10;10;0.626039098
120;30;10;12;0.644870972
120;30;10;14;0.641937526
120;30;10;16;0.602228415
120;30;10;18;0.635332499
120;30;10;20;0.604496272
120;35;1;2;0.036394921
120;35;1;4;0.009375572
120;35;1;6;0.008898751
120;35;1;8;0.009384763
120;35;1;10;0.00243804
120;35;1;12;0.003727224
120;35;1;14;0.00192092
120;35;1;16;0.008179007
120;35;1;18;0.004021434
120;35;1;20;0.002083247
120;35;2;2;0.073119806
120;35;2;4;0.056702913
120;35;2;6;0.0464807
120;35;2;8;0.032171403
120;35;2;10;0.041595136
120;35;2;12;0.028531835
120;35;2;14;0.028331885
120;35;2;16;0.020085313
120;35;2;18;0.019318026
120;35;2;20;0.035198707
120;35;3;2;0.200403235
120;35;3;4;0.109505336
120;35;3;6;0.10031298
120;35;3;8;0.088908761
120;35;3;10;0.100883307
120;35;3;12;0.09300781
120;35;3;14;0.087449916
120;35;3;16;0.079818975
120;35;3;18;0.069148256
120;35;3;20;0.083271261
120;35;4;2;0.31627981
120;35;4;4;0.191955194
120;35;4;6;0.203995756
120;35;4;8;0.163155402
120;35;4;10;0.178648931
120;35;4;12;0.158521547
120;35;4;14;0.158225112
120;35;4;16;0.15392323
120;35;4;18;0.12735968
120;35;4;20;0.125725643
120;35;5;2;0.372220945
120;35;5;4;0.290554202
120;35;5;6;0.251546655
120;35;5;8;0.240931187
120;35;5;10;0.23633739
120;35;5;12;0.211667047
120;35;5;14;0.253428851
120;35;5;16;0.210049654
120;35;5;18;0.233894664
120;35;5;20;0.210945667
120;35;6;2;0.472918901
120;35;6;4;0.387005865
120;35;6;6;0.338951325
120;35;6;8;0.295790903
120;35;6;10;0.314699224
120;35;6;12;0.282740937
120;35;6;14;0.329227233
120;35;6;16;0.307785947
120;35;6;18;0.296209284
120;35;6;20;0.260400053
120;35;7;2;0.615534854
120;35;7;4;0.466213921
120;35;7;6;0.457018791
120;35;7;8;0.389580935
120;35;7;10;0.399672233
120;35;7;12;0.410941799
120;35;7;14;0.37867857
120;35;7;16;0.350787484
120;35;7;18;0.38944846
120;35;7;20;0.393955277
120;35;8;2;0.785106431
120;35;8;4;0.563708677
120;35;8;6;0.523965254
120;35;8;8;0.4930912
120;35;8;10;0.498981079
120;35;8;12;0.476575836
120;35;8;14;0.484293506
120;35;8;16;0.463360677
120;35;8;18;0.434089996
120;35;8;20;0.465770246
120;35;9;2;0.811385639
120;35;9;4;0.62985654
120;35;9;6;0.633068884
120;35;9;8;0.570115627
120;35;9;10;0.654412645
120;35;9;12;0.530488537
120;35;9;14;0.543098474
120;35;9;16;0.515264628
120;35;9;18;0.501268761
120;35;9;20;0.605621347
120;35;10;2;0.955114239
120;35;10;4;0.818739424
120;35;10;6;0.750188639
120;35;10;8;0.711499239
120;35;10;10;0.686051474
120;35;10;12;0.671545254
120;35;10;14;0.657036703
120;35;10;16;0.655126643
120;35;10;18;0.595881171
120;35;10;20;0.714094503
120;40;1;2;0.018573927
120;40;1;4;0.004548596
120;40;1;6;0.00649996
120;40;1;8;0.00263071
120;40;1;10;0.018885491
120;40;1;12;0.006450566
120;40;1;14;0.010986484
120;40;1;16;0.004258374
120;40;1;18;0.004940541
120;40;1;20;0.008843449
120;40;2;2;0.092559784
120;40;2;4;0.06392842
120;40;2;6;0.046101465
120;40;2;8;0.062936585
120;40;2;10;0.043253724
120;40;2;12;0.024358548
120;40;2;14;0.035353244
120;40;2;16;0.0305777
120;40;2;18;0.033415295
120;40;2;20;0.031964653
120;40;3;2;0.171242096
120;40;3;4;0.133596784
120;40;3;6;0.104655529
120;40;3;8;0.093869143
120;40;3;10;0.110384973
120;40;3;12;0.097568381
120;40;3;14;0.075511518
120;40;3;16;0.084687871
120;40;3;18;0.073518968
120;40;3;20;0.086999624
120;40;4;2;0.281436316
120;40;4;4;0.225125273
120;40;4;6;0.194618453
120;40;4;8;0.147572884
120;40;4;10;0.192727264
120;40;4;12;0.156254583
120;40;4;14;0.158302703
120;40;4;16;0.144161882
120;40;4;18;0.157455298
120;40;4;20;0.151131987
120;40;5;2;0.386426973
120;40;5;4;0.286995137
120;40;5;6;0.229903999
120;40;5;8;0.256708405
120;40;5;10;0.25900454
120;40;5;12;0.24255461
120;40;5;14;0.2284713
120;40;5;16;0.243478098
120;40;5;18;0.23570646
120;40;5;20;0.223941419
120;40;6;2;0.511013603
120;40;6;4;0.395257776
120;40;6;6;0.375714886
120;40;6;8;0.328918777
120;40;6;10;0.319140546
120;40;6;12;0.329328433
120;40;6;14;0.295758626
120;40;6;16;0.313878375
120;40;6;18;0.295131904
120;40;6;20;0.315888736
120;40;7;2;0.622091844
120;40;7;4;0.453156221
120;40;7;6;0.449683607
120;40;7;8;0.412990379
120;40;7;10;0.438051071
120;40;7;12;0.391478715
120;40;7;14;0.375427122
120;40;7;16;0.361928943
120;40;7;18;0.381121462
120;40;7;20;0.393805205
120;40;8;2;0.742450293
120;40;8;4;0.603281615
120;40;8;6;0.57508516
120;40;8;8;0.502743813
120;40;8;10;0.503434403
120;40;8;12;0.484469289
120;40;8;14;0.49484395
120;40;8;16;0.528468284
120;40;8;18;0.422116017
120;40;8;20;0.469531843
120;40;9;2;0.842367051
120;40;9;4;0.71625309
120;40;9;6;0.667052375
120;40;9;8;0.648511353
120;40;9;10;0.577146532
120;40;9;12;0.595933748
120;40;9;14;0.549741993
120;40;9;16;0.514174899
120;40;9;18;0.568701605
120;40;9;20;0.568202749
120;40;10;2;0.976043566
120;40;10;4;0.77187149
120;40;10;6;0.821582805
120;40;10;8;0.720864011
120;40;10;10;0.727578041
120;40;10;12;0.657691438
120;40;10;14;0.675946099
120;40;10;16;0.665786263
120;40;10;18;0.592145659
120;40;10;20;0.617885791
120;45;1;2;0.017666312
120;45;1;4;0.003879252
120;45;1;6;0.007210556
120;45;1;8;0.005460558
120;45;1;10;0.003400717
120;45;1;12;0.001470935
120;45;1;14;0.002318093
120;45;1;16;0.002636712
120;45;1;18;0.007647957
120;45;1;20;0.005335224
120;45;2;2;0.12490919
120;45;2;4;0.05382608
120;45;2;6;0.04750838
120;45;2;8;0.04657073
120;45;2;10;0.034289399
120;45;2;12;0.030266861
120;45;2;14;0.038794294
120;45;2;16;0.028539932
120;45;2;18;0.033650755
120;45;2;20;0.026817153
120;45;3;2;0.197518696
120;45;3;4;0.125883259
120;45;3;6;0.137570996
120;45;3;8;0.121412799
120;45;3;10;0.100058286
120;45;3;12;0.100373886
120;45;3;14;0.105112619
120;45;3;16;0.08773049
120;45;3;18;0.085581389
120;45;3;20;0.076767347
120;45;4;2;0.308753888
120;45;4;4;0.195780966
120;45;4;6;0.183630395
120;45;4;8;0.170402761
120;45;4;10;0.193130552
120;45;4;12;0.170435057
120;45;4;14;0.174026119
120;45;4;16;0.178864842
120;45;4;18;0.140700694
120;45;4;20;0.155270665
120;45;5;2;0.394822041
120;45;5;4;0.307870827
120;45;5;6;0.268795662
120;45;5;8;0.281569406
120;45;5;10;0.273889121
120;45;5;12;0.254085014
120;45;5;14;0.235424211
120;45;5;16;0.22813655
120;45;5;18;0.219018238
120;45;5;20;0.229158851
120;45;6;2;0.521456961
120;45;6;4;0.380462303
120;45;6;6;0.353447668
120;45;6;8;0.345840867
120;45;6;10;0.344911827
120;45;6;12;0.328159284
120;45;6;14;0.320294425
120;45;6;16;0.300293086
120;45;6;18;0.297668035
120;45;6;20;0.290800434
120;45;7;2;0.679559357
120;45;7;4;0.479189652
120;45;7;6;0.469220179
120;45;7;8;0.414239534
120;45;7;10;0.392123925
120;45;7;12;0.39331849
120;45;7;14;0.394858773
120;45;7;16;0.413397319
120;45;7;18;0.386152473
120;45;7;20;0.346277359
120;45;8;2;0.790208578
120;45;8;4;0.574523363
120;45;8;6;0.542471294
120;45;8;8;0.551469767
120;45;8;10;0.51296638
120;45;8;12;0.532929516
120;45;8;14;0.475890183
120;45;8;16;0.461156019
120;45;8;18;0.489867016
120;45;8;20;0.497859376
120;45;9;2;0.85466272
120;45;9;4;0.652849717
120;45;9;6;0.611341646
120;45;9;8;0.636566042
120;45;9;10;0.565060347
120;45;9;12;0.591421593
120;45;9;14;0.560334107
120;45;9;16;0.635386193
120;45;9;18;0.581034098
120;45;9;20;0.541903308
120;45;10;2;0.980864701
120;45;10;4;0.917126873
120;45;10;6;0.71707999
120;45;10;8;0.72439871
120;45;10;10;0.676708138
120;45;10;12;0.618903694
120;45;10;14;0.668998951
120;45;10;16;0.652921282
120;45;10;18;0.6318613
120;45;10;20;0.628721455
120;50;1;2;0.030675207
120;50;1;4;0.013243407
120;50;1;6;0.006919464
120;50;1;8;0.00382491
120;50;1;10;0.020730229
120;50;1;12;0.005952505
120;50;1;14;0.007897125
120;50;1;16;0.00351947
