Itearations;Unique samples;Sample length;Map size;MSE
10;50;10;14;0.69523963
10;50;10;16;0.640518642
10;50;10;18;0.664893273
10;50;10;20;0.645430359
20;5;1;2;0.018881775
20;5;1;4;9.50E-04
20;5;1;6;3.16E-04
20;5;1;8;2.68E-04
20;5;1;10;3.35E-10
20;5;1;12;0
20;5;1;14;0
20;5;1;16;6.57E-07
20;5;1;18;0.00161361
20;5;1;20;0
20;5;2;2;0.0725066
20;5;2;4;0.002258113
20;5;2;6;0.004034508
20;5;2;8;2.16E-06
20;5;2;10;8.27E-04
20;5;2;12;0
20;5;2;14;9.29E-04
20;5;2;16;3.20E-07
20;5;2;18;0
20;5;2;20;1.87E-04
20;5;3;2;0.084861564
20;5;3;4;0.009297977
20;5;3;6;0.005041087
20;5;3;8;0.00678722
20;5;3;10;0.003901798
20;5;3;12;0.001642467
20;5;3;14;3.21E-06
20;5;3;16;0
20;5;3;18;0.008110873
20;5;3;20;0
20;5;4;2;0.140483492
20;5;4;4;0.034241531
20;5;4;6;0.027184587
20;5;4;8;0.004495585
20;5;4;10;0.001949035
20;5;4;12;4.31E-04
20;5;4;14;6.98E-04
20;5;4;16;0.002599365
20;5;4;18;1.91E-07
20;5;4;20;0
20;5;5;2;0.197427026
20;5;5;4;0.023798431
20;5;5;6;0.036321696
20;5;5;8;0.019643004
20;5;5;10;0.002778108
20;5;5;12;0.0185615
20;5;5;14;0
20;5;5;16;0.009267359
20;5;5;18;1.21E-04
20;5;5;20;0.005175965
20;5;6;2;0.293428272
20;5;6;4;0.063818246
20;5;6;6;0.046019374
20;5;6;8;0.024544138
20;5;6;10;0.029140278
20;5;6;12;0.003351315
20;5;6;14;0.005506208
20;5;6;16;5.55E-05
20;5;6;18;0
20;5;6;20;9.10E-07
20;5;7;2;0.23945586
20;5;7;4;0.051639276
20;5;7;6;0.050253215
20;5;7;8;0.008584684
20;5;7;10;0.013435403
20;5;7;12;0
20;5;7;14;0
20;5;7;16;0.009882676
20;5;7;18;0
20;5;7;20;0
20;5;8;2;0.280673643
20;5;8;4;0.06987656
20;5;8;6;0.031044813
20;5;8;8;0.024835308
20;5;8;10;7.02E-06
20;5;8;12;0
20;5;8;14;0
20;5;8;16;0.014951989
20;5;8;18;1.43E-06
20;5;8;20;1.99E-07
20;5;9;2;0.400343943
20;5;9;4;0.088361276
20;5;9;6;0.065345945
20;5;9;8;0.019792688
20;5;9;10;0.038776465
20;5;9;12;1.54E-04
20;5;9;14;3.65E-06
20;5;9;16;3.08E-05
20;5;9;18;0.009906161
20;5;9;20;0.012440991
20;5;10;2;0.414621063
20;5;10;4;0.096736055
20;5;10;6;0.043204155
20;5;10;8;0.022630517
20;5;10;10;0.04208479
20;5;10;12;0.01713928
20;5;10;14;0.023099034
20;5;10;16;1.10E-06
20;5;10;18;0
20;5;10;20;0
20;10;1;2;0.025824209
20;10;1;4;0.005819349
20;10;1;6;0.005803733
20;10;1;8;0.001267263
20;10;1;10;0.006367315
20;10;1;12;0.002511645
20;10;1;14;0.003403919
20;10;1;16;0.003795342
20;10;1;18;0.003822444
20;10;1;20;0.00236554
20;10;2;2;0.091134944
20;10;2;4;0.031931616
20;10;2;6;0.016117932
20;10;2;8;0.016012644
20;10;2;10;0.014299356
20;10;2;12;0.012979301
20;10;2;14;0.014638476
20;10;2;16;0.011088692
20;10;2;18;0.011580728
20;10;2;20;0.004524831
20;10;3;2;0.126657994
20;10;3;4;0.062709336
20;10;3;6;0.060535951
20;10;3;8;0.044634817
20;10;3;10;0.050128712
20;10;3;12;0.047728568
20;10;3;14;0.035569298
20;10;3;16;0.035981694
20;10;3;18;0.028785747
20;10;3;20;0.040410588
20;10;4;2;0.20948571
20;10;4;4;0.088642878
20;10;4;6;0.088202147
20;10;4;8;0.089931347
20;10;4;10;0.055509025
20;10;4;12;0.057372292
20;10;4;14;0.04100481
20;10;4;16;0.051497012
20;10;4;18;0.060086631
20;10;4;20;0.083187518
20;10;5;2;0.314428618
20;10;5;4;0.207177791
20;10;5;6;0.111079868
20;10;5;8;0.138092656
20;10;5;10;0.080809888
20;10;5;12;0.099905497
20;10;5;14;0.088403058
20;10;5;16;0.084901041
20;10;5;18;0.099317481
20;10;5;20;0.082417613
20;10;6;2;0.399238814
20;10;6;4;0.235003191
20;10;6;6;0.180311226
20;10;6;8;0.167758838
20;10;6;10;0.10428615
20;10;6;12;0.170881231
20;10;6;14;0.144652981
20;10;6;16;0.106696456
20;10;6;18;0.112596544
20;10;6;20;0.105760592
20;10;7;2;0.490462853
20;10;7;4;0.217862076
20;10;7;6;0.258353759
20;10;7;8;0.20671222
20;10;7;10;0.138354524
20;10;7;12;0.181932086
20;10;7;14;0.171283234
20;10;7;16;0.12169941
20;10;7;18;0.14054841
20;10;7;20;0.126032044
20;10;8;2;0.518428343
20;10;8;4;0.283590665
20;10;8;6;0.295010391
20;10;8;8;0.284427009
20;10;8;10;0.243595576
20;10;8;12;0.196310083
20;10;8;14;0.234039508
20;10;8;16;0.202112822
20;10;8;18;0.186162129
20;10;8;20;0.202484918
20;10;9;2;0.583342943
20;10;9;4;0.409704418
20;10;9;6;0.357051413
20;10;9;8;0.284669889
20;10;9;10;0.318402468
20;10;9;12;0.240648136
20;10;9;14;0.22911625
20;10;9;16;0.212918489
20;10;9;18;0.268432023
20;10;9;20;0.193397856
20;10;10;2;0.74073147
20;10;10;4;0.504819576
20;10;10;6;0.318116988
20;10;10;8;0.345367177
20;10;10;10;0.268110476
20;10;10;12;0.310746486
20;10;10;14;0.261702398
20;10;10;16;0.187060355
20;10;10;18;0.246167729
20;10;10;20;0.225924907
20;15;1;2;0.041296545
20;15;1;4;0.013986224
20;15;1;6;0.002862964
20;15;1;8;0.007502931
20;15;1;10;0.007748079
20;15;1;12;0.0017401
20;15;1;14;0.003964901
20;15;1;16;0.004787254
20;15;1;18;0.003024197
20;15;1;20;0.001386775
20;15;2;2;0.06863414
20;15;2;4;0.045619644
20;15;2;6;0.022785271
20;15;2;8;0.024947418
20;15;2;10;0.022101235
20;15;2;12;0.020799136
20;15;2;14;0.018588433
20;15;2;16;0.011950529
20;15;2;18;0.029195482
20;15;2;20;0.0173051
20;15;3;2;0.177753506
20;15;3;4;0.086582815
20;15;3;6;0.076131126
20;15;3;8;0.097212296
20;15;3;10;0.067100874
20;15;3;12;0.067185774
20;15;3;14;0.047431347
20;15;3;16;0.053948448
20;15;3;18;0.057944626
20;15;3;20;0.048311083
20;15;4;2;0.225630177
20;15;4;4;0.165079597
20;15;4;6;0.143243355
20;15;4;8;0.144285722
20;15;4;10;0.12728018
20;15;4;12;0.095201264
20;15;4;14;0.117363082
20;15;4;16;0.090043489
20;15;4;18;0.119076677
20;15;4;20;0.094805914
20;15;5;2;0.386133722
20;15;5;4;0.226851217
20;15;5;6;0.235538133
20;15;5;8;0.165824784
20;15;5;10;0.156793752
20;15;5;12;0.176327656
20;15;5;14;0.113982101
20;15;5;16;0.155914965
20;15;5;18;0.146760109
20;15;5;20;0.131756741
20;15;6;2;0.456744704
20;15;6;4;0.29334119
20;15;6;6;0.268105255
20;15;6;8;0.295537862
20;15;6;10;0.203200062
20;15;6;12;0.234495531
20;15;6;14;0.198539676
20;15;6;16;0.190888722
20;15;6;18;0.193373484
20;15;6;20;0.164805688
20;15;7;2;0.584626757
20;15;7;4;0.303853018
20;15;7;6;0.364627086
20;15;7;8;0.37631517
20;15;7;10;0.270016656
20;15;7;12;0.310896517
20;15;7;14;0.242551449
20;15;7;16;0.255977347
20;15;7;18;0.258742252
20;15;7;20;0.236917675
20;15;8;2;0.582115928
20;15;8;4;0.508906699
20;15;8;6;0.411806509
20;15;8;8;0.340088974
20;15;8;10;0.399766982
20;15;8;12;0.35173249
20;15;8;14;0.31829872
20;15;8;16;0.334754227
20;15;8;18;0.354532143
20;15;8;20;0.325209026
20;15;9;2;0.7550475
20;15;9;4;0.636273968
20;15;9;6;0.50714681
20;15;9;8;0.360633611
20;15;9;10;0.447411638
20;15;9;12;0.371732117
20;15;9;14;0.376782628
20;15;9;16;0.332770187
20;15;9;18;0.411217619
20;15;9;20;0.303920848
20;15;10;2;0.893026653
20;15;10;4;0.581409583
20;15;10;6;0.503317163
20;15;10;8;0.539856691
20;15;10;10;0.468432673
20;15;10;12;0.508523878
20;15;10;14;0.451148248
20;15;10;16;0.432446083
20;15;10;18;0.406510151
20;15;10;20;0.413529565
20;20;1;2;0.043270678
20;20;1;4;0.004925952
20;20;1;6;0.004565406
20;20;1;8;0.001808198
20;20;1;10;0.002507607
20;20;1;12;0.009013752
20;20;1;14;0.001590047
20;20;1;16;0.012881244
20;20;1;18;0.005994294
20;20;1;20;0.002063041
20;20;2;2;0.071137544
20;20;2;4;0.044971004
20;20;2;6;0.027135935
20;20;2;8;0.023909883
20;20;2;10;0.016483957
20;20;2;12;0.026044937
20;20;2;14;0.016549905
20;20;2;16;0.02106543
20;20;2;18;0.018372177
20;20;2;20;0.022691676
20;20;3;2;0.194892749
20;20;3;4;0.100205237
20;20;3;6;0.100359934
20;20;3;8;0.07385243
20;20;3;10;0.073367633
20;20;3;12;0.065225316
20;20;3;14;0.068004559
20;20;3;16;0.056014081
20;20;3;18;0.057137845
20;20;3;20;0.06260485
20;20;4;2;0.263349553
20;20;4;4;0.171082279
20;20;4;6;0.171038826
20;20;4;8;0.158269409
20;20;4;10;0.161305287
20;20;4;12;0.109612224
20;20;4;14;0.127864055
20;20;4;16;0.112219411
20;20;4;18;0.110228325
20;20;4;20;0.117055587
20;20;5;2;0.396620431
20;20;5;4;0.253769365
20;20;5;6;0.166393139
20;20;5;8;0.196197434
20;20;5;10;0.197620399
20;20;5;12;0.167199441
20;20;5;14;0.184028727
20;20;5;16;0.167494584
20;20;5;18;0.207358367
20;20;5;20;0.159206515
20;20;6;2;0.507828484
20;20;6;4;0.334653588
20;20;6;6;0.284028914
20;20;6;8;0.296349075
20;20;6;10;0.272479984
20;20;6;12;0.282165511
20;20;6;14;0.276656855
20;20;6;16;0.270183961
20;20;6;18;0.255258665
20;20;6;20;0.227473357
20;20;7;2;0.542048864
20;20;7;4;0.420943156
20;20;7;6;0.347717765
20;20;7;8;0.346247371
20;20;7;10;0.336629753
20;20;7;12;0.36606421
20;20;7;14;0.330010886
20;20;7;16;0.342216003
20;20;7;18;0.332004623
20;20;7;20;0.299173912
20;20;8;2;0.745472629
20;20;8;4;0.518353239
20;20;8;6;0.486048557
20;20;8;8;0.484547662
20;20;8;10;0.412334634
20;20;8;12;0.453622896
20;20;8;14;0.417180518
20;20;8;16;0.418880123
20;20;8;18;0.3682583
20;20;8;20;0.39716516
20;20;9;2;0.729179059
20;20;9;4;0.557082868
20;20;9;6;0.507079813
20;20;9;8;0.468859751
20;20;9;10;0.456142432
20;20;9;12;0.504581591
20;20;9;14;0.47502237
20;20;9;16;0.480850819
20;20;9;18;0.464680146
20;20;9;20;0.506851909
20;20;10;2;0.934903928
20;20;10;4;0.705472106
20;20;10;6;0.607768051
20;20;10;8;0.597568461
20;20;10;10;0.587298102
20;20;10;12;0.555708547
20;20;10;14;0.559968785
20;20;10;16;0.612394006
20;20;10;18;0.506402645
20;20;10;20;0.529961985
20;25;1;2;0.04219268
20;25;1;4;0.0064701
20;25;1;6;0.008996247
20;25;1;8;0.006104386
20;25;1;10;0.004763336
20;25;1;12;0.008747609
20;25;1;14;0.007036895
20;25;1;16;0.002276372
20;25;1;18;0.003292309
20;25;1;20;0.007648386
20;25;2;2;0.141719403
20;25;2;4;0.056008383
20;25;2;6;0.038409918
20;25;2;8;0.026801545
20;25;2;10;0.027508085
20;25;2;12;0.020913595
20;25;2;14;0.022064366
20;25;2;16;0.029513434
20;25;2;18;0.022099315
20;25;2;20;0.020683641
20;25;3;2;0.178237519
20;25;3;4;0.102401462
20;25;3;6;0.081085926
20;25;3;8;0.117757747
20;25;3;10;0.104572639
20;25;3;12;0.068875863
20;25;3;14;0.079569253
20;25;3;16;0.059237731
20;25;3;18;0.090426528
20;25;3;20;0.077051956
20;25;4;2;0.289675565
20;25;4;4;0.179378808
20;25;4;6;0.172798535
20;25;4;8;0.161208199
20;25;4;10;0.165597502
20;25;4;12;0.144630979
20;25;4;14;0.120951371
20;25;4;16;0.154769904
20;25;4;18;0.131937327
20;25;4;20;0.117813252
20;25;5;2;0.385850328
20;25;5;4;0.296723947
20;25;5;6;0.254723756
20;25;5;8;0.243794818
20;25;5;10;0.210108701
20;25;5;12;0.205946558
20;25;5;14;0.201987206
20;25;5;16;0.223310313
20;25;5;18;0.188910537
20;25;5;20;0.201328714
20;25;6;2;0.471031616
20;25;6;4;0.351525153
20;25;6;6;0.355124697
20;25;6;8;0.314900322
20;25;6;10;0.304523937
20;25;6;12;0.27947053
20;25;6;14;0.28540597
20;25;6;16;0.274165313
20;25;6;18;0.263557784
20;25;6;20;0.256489652
20;25;7;2;0.619035905
20;25;7;4;0.416562854
20;25;7;6;0.391942936
20;25;7;8;0.355731901
20;25;7;10;0.380306152
20;25;7;12;0.343182632
20;25;7;14;0.347273282
20;25;7;16;0.358496369
20;25;7;18;0.340433626
20;25;7;20;0.365260176
20;25;8;2;0.686743543
20;25;8;4;0.506362707
20;25;8;6;0.493920548
20;25;8;8;0.497612055
20;25;8;10;0.434153672
20;25;8;12;0.444588745
20;25;8;14;0.408757025
20;25;8;16;0.464438451
20;25;8;18;0.418048884
20;25;8;20;0.45120422
20;25;9;2;0.784887761
20;25;9;4;0.647241568
20;25;9;6;0.60259117
20;25;9;8;0.638407561
20;25;9;10;0.530429368
20;25;9;12;0.587382312
20;25;9;14;0.489258449
20;25;9;16;0.486617438
20;25;9;18;0.538482232
20;25;9;20;0.496577372
20;25;10;2;0.903980734
20;25;10;4;0.703718242
20;25;10;6;0.642896216
20;25;10;8;0.682678932
20;25;10;10;0.600845492
20;25;10;12;0.641021529
20;25;10;14;0.563999861
20;25;10;16;0.575280119
20;25;10;18;0.541304317
20;25;10;20;0.521194309
20;30;1;2;0.023013897
20;30;1;4;0.005177137
20;30;1;6;0.006149443
20;30;1;8;0.013624668
20;30;1;10;0.007485267
20;30;1;12;0.003482759
20;30;1;14;0.006595695
20;30;1;16;0.004310539
20;30;1;18;0.007058525
20;30;1;20;0.007670273
20;30;2;2;0.121132861
20;30;2;4;0.040393034
20;30;2;6;0.029173715
20;30;2;8;0.034502696
20;30;2;10;0.043324922
20;30;2;12;0.025735302
20;30;2;14;0.036347278
20;30;2;16;0.035292085
20;30;2;18;0.041969431
20;30;2;20;0.035408157
20;30;3;2;0.172002786
20;30;3;4;0.093599528
20;30;3;6;0.09642092
20;30;3;8;0.09499277
20;30;3;10;0.083093297
20;30;3;12;0.099996142
20;30;3;14;0.094794119
20;30;3;16;0.07215524
20;30;3;18;0.081629067
20;30;3;20;0.08253902
20;30;4;2;0.294167254
20;30;4;4;0.200176662
20;30;4;6;0.173709434
20;30;4;8;0.170744725
20;30;4;10;0.187176138
20;30;4;12;0.181218703
20;30;4;14;0.127028166
20;30;4;16;0.129032298
20;30;4;18;0.151763526
20;30;4;20;0.134769052
20;30;5;2;0.37734482
20;30;5;4;0.29436248
20;30;5;6;0.269041755
20;30;5;8;0.25846428
20;30;5;10;0.279627681
20;30;5;12;0.225505033
20;30;5;14;0.208114634
20;30;5;16;0.207922446
20;30;5;18;0.232432154
20;30;5;20;0.231452469
20;30;6;2;0.498801288
20;30;6;4;0.37676647
20;30;6;6;0.332255349
20;30;6;8;0.290930859
20;30;6;10;0.31945852
20;30;6;12;0.291758744
20;30;6;14;0.319063169
20;30;6;16;0.310356341
20;30;6;18;0.286127011
20;30;6;20;0.254890934
20;30;7;2;0.586371966
20;30;7;4;0.462180718
20;30;7;6;0.407023641
20;30;7;8;0.412458896
20;30;7;10;0.40826656
20;30;7;12;0.396902407
20;30;7;14;0.384000078
20;30;7;16;0.377039118
20;30;7;18;0.39171141
20;30;7;20;0.357541225
20;30;8;2;0.71558853
20;30;8;4;0.582285385
20;30;8;6;0.504982871
20;30;8;8;0.457329098
20;30;8;10;0.485427646
20;30;8;12;0.456102064
20;30;8;14;0.400082823
20;30;8;16;0.443332926
20;30;8;18;0.44123946
20;30;8;20;0.47875284
20;30;9;2;0.792918077
20;30;9;4;0.65094549
20;30;9;6;0.624905716
20;30;9;8;0.573043398
20;30;9;10;0.600024759
20;30;9;12;0.498581698
20;30;9;14;0.529719195
20;30;9;16;0.514457309
20;30;9;18;0.573885915
20;30;9;20;0.512924527
20;30;10;2;0.890152349
20;30;10;4;0.702610272
20;30;10;6;0.698529516
20;30;10;8;0.599456109
20;30;10;10;0.698851185
20;30;10;12;0.63764395
20;30;10;14;0.670861452
20;30;10;16;0.60595342
20;30;10;18;0.679049458
20;30;10;20;0.579837795
20;35;1;2;0.034826132
20;35;1;4;0.015211062
20;35;1;6;0.010140987
20;35;1;8;0.007380308
20;35;1;10;0.004694962
20;35;1;12;0.004022015
20;35;1;14;0.005998953
20;35;1;16;0.005898477
20;35;1;18;0.002947387
20;35;1;20;0.008434105
20;35;2;2;0.107781146
20;35;2;4;0.047087498
20;35;2;6;0.040276894
20;35;2;8;0.036383494
20;35;2;10;0.045131388
20;35;2;12;0.030859942
20;35;2;14;0.023650687
20;35;2;16;0.029903669
20;35;2;18;0.03234131
20;35;2;20;0.032444202
20;35;3;2;0.194091179
20;35;3;4;0.124719835
20;35;3;6;0.107842317
20;35;3;8;0.100603378
20;35;3;10;0.095239961
20;35;3;12;0.075872539
20;35;3;14;0.08355161
20;35;3;16;0.074656084
20;35;3;18;0.089301645
20;35;3;20;0.085028963
20;35;4;2;0.26442728
20;35;4;4;0.199428283
20;35;4;6;0.182285704
20;35;4;8;0.142346614
20;35;4;10;0.17550541
20;35;4;12;0.148867572
20;35;4;14;0.145002068
20;35;4;16;0.129057975
20;35;4;18;0.144550976
20;35;4;20;0.157244948
20;35;5;2;0.381511607
20;35;5;4;0.325319067
20;35;5;6;0.256350398
20;35;5;8;0.240938832
20;35;5;10;0.216594393
20;35;5;12;0.251444934
20;35;5;14;0.237220102
20;35;5;16;0.234629279
20;35;5;18;0.230886945
20;35;5;20;0.217189257
20;35;6;2;0.449870538
20;35;6;4;0.416487838
20;35;6;6;0.346045061
20;35;6;8;0.341207592
20;35;6;10;0.303553874
20;35;6;12;0.295752525
20;35;6;14;0.303469226
20;35;6;16;0.321670591
20;35;6;18;0.262890419
20;35;6;20;0.277070484
20;35;7;2;0.633749828
20;35;7;4;0.549300015
20;35;7;6;0.451102723
20;35;7;8;0.418898026
20;35;7;10;0.397425032
20;35;7;12;0.377137445
20;35;7;14;0.412262519
20;35;7;16;0.411300077
20;35;7;18;0.40075628
20;35;7;20;0.388526844
20;35;8;2;0.679013201
20;35;8;4;0.57966048
20;35;8;6;0.517874553
20;35;8;8;0.49763467
20;35;8;10;0.469612506
20;35;8;12;0.442508941
20;35;8;14;0.499943755
20;35;8;16;0.443268708
20;35;8;18;0.476078329
20;35;8;20;0.463037281
20;35;9;2;0.892878091
20;35;9;4;0.653495926
20;35;9;6;0.655364052
20;35;9;8;0.588599494
20;35;9;10;0.63179279
20;35;9;12;0.591805864
20;35;9;14;0.512725064
20;35;9;16;0.582549212
20;35;9;18;0.557177422
20;35;9;20;0.549049026
20;35;10;2;0.953958388
20;35;10;4;0.745423018
20;35;10;6;0.761931402
20;35;10;8;0.712537655
20;35;10;10;0.651774982
20;35;10;12;0.678473573
20;35;10;14;0.562932331
20;35;10;16;0.622845894
20;35;10;18;0.669709124
20;35;10;20;0.598735533
20;40;1;2;0.026094821
20;40;1;4;0.013377442
20;40;1;6;0.012316216
20;40;1;8;0.008659149
20;40;1;10;0.010551821
20;40;1;12;0.001012262
20;40;1;14;0.008120021
20;40;1;16;0.002131385
20;40;1;18;0.00752751
20;40;1;20;0.004333024
20;40;2;2;0.106645667
20;40;2;4;0.055358336
20;40;2;6;0.039157325
20;40;2;8;0.041891656
20;40;2;10;0.033201529
20;40;2;12;0.028437841
20;40;2;14;0.027940201
20;40;2;16;0.036818832
20;40;2;18;0.042379574
20;40;2;20;0.02156978
20;40;3;2;0.191390102
20;40;3;4;0.117598776
20;40;3;6;0.114946324
20;40;3;8;0.097464152
20;40;3;10;0.095626368
20;40;3;12;0.090082021
20;40;3;14;0.096633122
20;40;3;16;0.09481625
20;40;3;18;0.079529942
20;40;3;20;0.085569214
20;40;4;2;0.278463249
20;40;4;4;0.208716636
20;40;4;6;0.194776618
20;40;4;8;0.183787045
20;40;4;10;0.174478914
20;40;4;12;0.158705012
20;40;4;14;0.162771696
20;40;4;16;0.138159809
20;40;4;18;0.145284108
20;40;4;20;0.154548905
20;40;5;2;0.380434682
20;40;5;4;0.321493265
20;40;5;6;0.266818451
20;40;5;8;0.250603254
20;40;5;10;0.230642993
20;40;5;12;0.231529923
20;40;5;14;0.223366654
20;40;5;16;0.232009515
20;40;5;18;0.23827436
20;40;5;20;0.20215759
20;40;6;2;0.531648401
20;40;6;4;0.409220783
20;40;6;6;0.337765825
20;40;6;8;0.365917808
20;40;6;10;0.288876581
20;40;6;12;0.327791659
20;40;6;14;0.303269074
20;40;6;16;0.308663873
20;40;6;18;0.314367751
20;40;6;20;0.278579145
20;40;7;2;0.61936573
20;40;7;4;0.469672552
20;40;7;6;0.422067072
20;40;7;8;0.407114809
20;40;7;10;0.42867488
20;40;7;12;0.391127761
20;40;7;14;0.39418029
20;40;7;16;0.376677962
20;40;7;18;0.412544736
20;40;7;20;0.36461747
20;40;8;2;0.746059973
20;40;8;4;0.526010266
20;40;8;6;0.536402467
20;40;8;8;0.509546654
20;40;8;10;0.510132362
20;40;8;12;0.474262782
20;40;8;14;0.465481484
20;40;8;16;0.524972995
20;40;8;18;0.477068175
20;40;8;20;0.460986479
20;40;9;2;0.785820499
20;40;9;4;0.640895268
20;40;9;6;0.646710646
20;40;9;8;0.599877738
20;40;9;10;0.555848917
20;40;9;12;0.668771079
20;40;9;14;0.564162188
20;40;9;16;0.557514051
20;40;9;18;0.542835269
20;40;9;20;0.519646049
20;40;10;2;0.95056277
20;40;10;4;0.80627816
20;40;10;6;0.719916478
20;40;10;8;0.696294861
20;40;10;10;0.693798101
20;40;10;12;0.682274258
20;40;10;14;0.645064132
20;40;10;16;0.629272741
20;40;10;18;0.657938488
20;40;10;20;0.646178943
20;45;1;2;0.02763321
20;45;1;4;0.014259551
20;45;1;6;0.009786921
20;45;1;8;0.003003066
20;45;1;10;0.003090597
20;45;1;12;0.003563029
20;45;1;14;0.008180374
20;45;1;16;0.003563006
20;45;1;18;0.002151906
20;45;1;20;0.005119047
20;45;2;2;0.110316429
20;45;2;4;0.05966976
20;45;2;6;0.047989335
20;45;2;8;0.028349924
20;45;2;10;0.030416053
20;45;2;12;0.020625501
20;45;2;14;0.056549407
20;45;2;16;0.03039481
20;45;2;18;0.030469982
20;45;2;20;0.028792504
20;45;3;2;0.190661589
20;45;3;4;0.11527619
20;45;3;6;0.117988061
20;45;3;8;0.102461888
20;45;3;10;0.098895105
20;45;3;12;0.085596914
20;45;3;14;0.09585246
20;45;3;16;0.101582114
20;45;3;18;0.093503776
20;45;3;20;0.093733607
20;45;4;2;0.307844233
20;45;4;4;0.208449388
20;45;4;6;0.196887423
20;45;4;8;0.190634613
20;45;4;10;0.183270921
20;45;4;12;0.16211969
20;45;4;14;0.150741341
20;45;4;16;0.159437395
20;45;4;18;0.156260411
20;45;4;20;0.155035898
20;45;5;2;0.434546064
20;45;5;4;0.310007624
20;45;5;6;0.2846839
20;45;5;8;0.230748481
20;45;5;10;0.248351405
20;45;5;12;0.24919954
20;45;5;14;0.246169224
20;45;5;16;0.228606853
20;45;5;18;0.225378111
20;45;5;20;0.199412469
20;45;6;2;0.535227893
20;45;6;4;0.42856439
20;45;6;6;0.37609155
20;45;6;8;0.371916804
20;45;6;10;0.35229745
20;45;6;12;0.302615819
20;45;6;14;0.317917713
20;45;6;16;0.331945408
20;45;6;18;0.336209836
20;45;6;20;0.293657485
20;45;7;2;0.641311885
20;45;7;4;0.493504963
20;45;7;6;0.478672692
20;45;7;8;0.457080594
20;45;7;10;0.41326931
20;45;7;12;0.412956376
20;45;7;14;0.391307274
20;45;7;16;0.394264089
20;45;7;18;0.399066629
20;45;7;20;0.420615689
20;45;8;2;0.780436408
20;45;8;4;0.563419328
20;45;8;6;0.524735357
20;45;8;8;0.573815051
20;45;8;10;0.526542427
20;45;8;12;0.50401399
20;45;8;14;0.518181111
20;45;8;16;0.438172376
20;45;8;18;0.459924431
20;45;8;20;0.519603973
20;45;9;2;0.802337317
20;45;9;4;0.680081717
20;45;9;6;0.625928752
20;45;9;8;0.619657552
20;45;9;10;0.643294219
20;45;9;12;0.587122486
20;45;9;14;0.613146009
20;45;9;16;0.587011481
20;45;9;18;0.583054637
20;45;9;20;0.591477702
20;45;10;2;0.948263599
20;45;10;4;0.756871782
20;45;10;6;0.69640078
20;45;10;8;0.692639976
20;45;10;10;0.708988267
20;45;10;12;0.647965001
20;45;10;14;0.638870144
20;45;10;16;0.659626705
20;45;10;18;0.666147396
20;45;10;20;0.633211
20;50;1;2;0.052677874
20;50;1;4;0.009732806
20;50;1;6;0.011925784
20;50;1;8;0.008307958
20;50;1;10;0.005097208
20;50;1;12;0.005083158
20;50;1;14;0.002393166
20;50;1;16;0.004607829
20;50;1;18;0.003897868
20;50;1;20;0.001514734
20;50;2;2;0.086127707
20;50;2;4;0.065748786
20;50;2;6;0.043868602
20;50;2;8;0.036057647
20;50;2;10;0.035461633
20;50;2;12;0.030703405
20;50;2;14;0.028162682
20;50;2;16;0.018732174
20;50;2;18;0.044380367
20;50;2;20;0.037036188
20;50;3;2;0.221837558
20;50;3;4;0.139847064
20;50;3;6;0.125299868
20;50;3;8;0.117132998
20;50;3;10;0.097483976
20;50;3;12;0.086976438
20;50;3;14;0.077104513
20;50;3;16;0.088537007
20;50;3;18;0.089012261
20;50;3;20;0.096445471
20;50;4;2;0.320521132
20;50;4;4;0.203475911
20;50;4;6;0.225940586
20;50;4;8;0.169311696
20;50;4;10;0.176600186
20;50;4;12;0.17250479
